FlightId,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
3758,c-11,c-9,c-3,1630,OH,MYR,CVG,489,0
3759,c-8,c-16,c-3,1520,FL,ATL,DTW,594,0
3760,c-4,c-28,c-5,2000,EV,ATL,MLU,448,0
3761,c-11,c-15,c-2,1345,WN,HOU,HRL,276,1
3762,c-5,c-2,c-2,953,MQ,ORD,LIT,552,0
3763,c-5,c-1,c-7,1235,CO,EWR,RSW,1068,0
3764,c-7,c-15,c-6,801,HA,HNL,OGG,100,0
3765,c-4,c-11,c-1,813,AA,LAX,DFW,1235,0
3766,c-4,c-25,c-1,839,DL,DEN,ATL,1199,0
3767,c-1,c-30,c-1,1334,UA,PDX,SFO,550,0
3768,c-7,c-14,c-5,2139,F9,DEN,SEA,1024,0
3769,c-2,c-15,c-2,1100,WN,ONT,OAK,361,0
3770,c-9,c-1,c-4,750,WN,DAL,SAT,248,0
3771,c-1,c-28,c-5,1312,EV,ATL,VPS,264,0
3772,c-8,c-17,c-4,749,MQ,ORD,FWA,157,0
3773,c-2,c-6,c-7,540,HP,SEA,PHX,1107,0
3774,c-1,c-7,c-5,756,MQ,BWI,BOS,370,1
3775,c-5,c-13,c-5,1452,DL,IAD,ATL,533,0
3776,c-7,c-26,c-2,1715,AA,ORD,MSP,334,1
3777,c-4,c-12,c-2,1505,CO,PBI,EWR,1024,0
3778,c-3,c-15,c-2,2221,DL,ATL,MCO,403,1
3779,c-7,c-27,c-4,1112,UA,ORD,DCA,612,0
3780,c-3,c-2,c-4,1355,OO,DTW,ORD,235,1
3781,c-6,c-8,c-4,839,F9,LGA,DEN,1619,0
3782,c-6,c-30,c-5,1807,XE,GPT,IAH,376,1
3783,c-5,c-15,c-7,734,B6,JFK,FLL,1069,0
3784,c-2,c-20,c-7,1554,DL,SNA,SLC,588,1
3785,c-10,c-19,c-3,1653,DL,ATL,CMH,446,0
3786,c-10,c-6,c-5,832,MQ,DFW,SDF,733,0
3787,c-8,c-19,c-5,932,MQ,CRP,DFW,354,0
3788,c-1,c-7,c-6,1815,WN,HOU,CRP,187,0
3789,c-10,c-1,c-6,1425,WN,MDW,DTW,229,1
3790,c-11,c-3,c-5,843,NW,STL,MSP,449,0
3791,c-11,c-4,c-5,955,AA,DFW,COS,592,0
3792,c-5,c-27,c-5,542,US,BOS,DCA,399,0
3793,c-5,c-22,c-1,704,DL,DCA,ATL,547,0
3794,c-2,c-11,c-5,1535,UA,MSP,ORD,334,0
3795,c-11,c-18,c-6,1252,OO,SBA,LAX,89,1
3796,c-4,c-6,c-3,1357,US,CLT,PIT,366,0
3797,c-7,c-26,c-3,1727,NW,PHL,MSP,980,0
3798,c-11,c-16,c-4,725,MQ,DFW,CRP,354,0
3799,c-1,c-12,c-4,1915,AA,ORD,DEN,888,0
3800,c-11,c-4,c-5,613,AA,BOS,STL,1046,0
3801,c-8,c-19,c-5,1337,US,CLT,MHT,737,0
3802,c-1,c-26,c-3,626,US,DCA,LGA,214,0
3803,c-3,c-14,c-1,1406,EV,ATL,DHN,171,0
3804,c-1,c-6,c-5,857,OH,BHM,CVG,396,0
3805,c-8,c-29,c-1,1635,CO,IAH,FLL,965,1
3806,c-7,c-26,c-2,1828,WN,MDW,BNA,395,1
3807,c-2,c-6,c-7,2059,DH,IAD,IND,476,0
3808,c-5,c-22,c-1,1138,EV,ATW,ATL,765,0
3809,c-8,c-1,c-2,559,DL,LAX,ATL,1946,0
3810,c-3,c-6,c-7,950,AA,MIA,DFW,1121,0
3811,c-11,c-11,c-5,1727,OO,CHS,ORD,760,1
3812,c-8,c-14,c-7,2122,AS,SEA,BOI,399,0
3813,c-5,c-5,c-4,1840,AA,LAS,DFW,1055,0
3814,c-2,c-23,c-4,1516,OO,MEM,ORD,491,1
3815,c-7,c-8,c-5,1604,B6,LGB,IAD,2277,0
3816,c-7,c-13,c-4,832,UA,SFO,SAN,447,0
3817,c-9,c-15,c-5,1803,XE,RDU,CLE,416,0
3818,c-2,c-25,c-5,1610,DH,BTV,IAD,442,0
3819,c-5,c-10,c-2,1827,US,RIC,PHL,198,0
3820,c-7,c-25,c-2,650,XE,EWR,CMH,462,0
3821,c-11,c-3,c-5,1859,UA,SFO,BUR,326,1
3822,c-12,c-31,c-6,1748,OO,RAP,DEN,301,0
3823,c-5,c-22,c-7,2200,WN,LAX,LAS,236,1
3824,c-8,c-31,c-4,1,AA,SEA,DFW,1660,0
3825,c-6,c-9,c-4,1829,UA,IAD,BOS,413,1
3826,c-8,c-3,c-3,944,NW,MEM,MCO,683,0
3827,c-10,c-1,c-6,823,US,BUF,CLT,546,0
3828,c-5,c-4,c-3,1315,DL,ATL,MIA,595,0
3829,c-10,c-29,c-7,1320,OO,SLC,BOI,291,0
3830,c-5,c-10,c-3,1120,NW,DCA,MEM,762,0
3831,c-4,c-4,c-2,1730,AA,DFW,TPA,929,0
3832,c-1,c-21,c-6,816,NW,DSM,MSP,232,0
3833,c-9,c-13,c-3,615,WN,PHX,SAN,304,0
3834,c-4,c-13,c-3,1423,CO,SAN,IAH,1303,0
3835,c-1,c-12,c-3,1330,WN,MSY,DAL,437,0
3836,c-7,c-16,c-7,836,MQ,ORD,DAY,240,0
3837,c-2,c-7,c-1,854,XE,MSP,EWR,1008,0
3838,c-12,c-29,c-5,1109,YV,CLT,ORF,290,0
3839,c-5,c-21,c-6,1754,XE,CLE,BTV,489,0
3840,c-5,c-16,c-1,1555,WN,HOU,CRP,187,0
3841,c-9,c-22,c-5,1215,OH,ORF,ATL,516,0
3842,c-6,c-16,c-4,901,MQ,EWR,BOS,200,0
3843,c-1,c-12,c-3,1638,OO,GTF,SLC,463,0
3844,c-2,c-19,c-7,1952,UA,ORD,SAT,1041,0
3845,c-6,c-4,c-7,822,XE,BRO,IAH,308,0
3846,c-1,c-13,c-4,1009,DL,ATL,MIA,595,1
3847,c-3,c-15,c-2,1455,EV,ATL,SAT,874,0
3848,c-6,c-17,c-5,655,UA,MIA,DEN,1709,0
3849,c-12,c-23,c-6,758,WN,DTW,MDW,229,0
3850,c-1,c-8,c-7,1348,OO,DEN,BNA,1013,1
3851,c-5,c-12,c-5,1850,OH,MCO,DCA,759,0
3852,c-8,c-9,c-3,1930,NW,MSP,DFW,852,1
3853,c-12,c-4,c-7,1307,XE,IAH,MEM,469,0
3854,c-11,c-26,c-6,1941,HP,DTW,PHX,1671,1
3855,c-4,c-15,c-5,1958,DL,PNS,ATL,272,0
3856,c-8,c-15,c-1,1052,UA,BWI,DEN,1491,0
3857,c-9,c-15,c-4,740,WN,BWI,MCO,787,0
3858,c-5,c-28,c-6,1650,WN,PHX,HOU,1020,0
3859,c-8,c-19,c-6,735,WN,PHX,SJC,621,1
3860,c-7,c-30,c-6,650,FL,BWI,BOS,370,0
3861,c-2,c-26,c-7,915,UA,SAN,SFO,447,0
3862,c-3,c-14,c-2,1159,XE,PIT,EWR,319,0
3863,c-11,c-6,c-7,1620,XE,BRO,IAH,308,0
3864,c-1,c-26,c-4,1306,NW,MSP,LGA,1020,0
3865,c-6,c-27,c-1,1945,WN,LAX,ABQ,677,0
3866,c-6,c-21,c-2,1025,WN,CMH,MDW,284,0
3867,c-6,c-27,c-1,1047,WN,OAK,LAS,407,0
3868,c-1,c-26,c-4,1132,MQ,DSM,ORD,299,0
3869,c-6,c-14,c-2,1104,DL,RSW,BOS,1249,0
3870,c-3,c-26,c-7,1430,OO,MFR,DEN,964,1
3871,c-1,c-6,c-4,1542,DH,MHT,IAD,418,1
3872,c-8,c-14,c-1,1414,EV,ATL,ILM,377,1
3873,c-12,c-7,c-4,1510,MQ,JFK,RDU,426,0
3874,c-8,c-13,c-6,1225,WN,OAK,PHX,646,0
3875,c-7,c-24,c-1,1850,AS,SIT,JNU,95,0
3876,c-3,c-28,c-2,2007,US,CLE,LAS,1825,0
3877,c-12,c-4,c-1,2030,OH,BOS,BGR,201,0
3878,c-6,c-2,c-4,2033,OO,SFO,MFR,329,0
3879,c-3,c-9,c-3,615,NW,BOS,MSP,1124,0
3880,c-5,c-5,c-4,1032,NW,DTW,BDL,548,0
3881,c-3,c-2,c-3,1345,CO,IAH,DCA,1208,1
3882,c-4,c-22,c-5,900,NW,MEM,DCA,762,0
3883,c-12,c-13,c-2,1159,DL,MCO,BDL,1050,0
3884,c-6,c-25,c-7,644,XE,DFW,CLE,1021,0
3885,c-11,c-26,c-6,729,HA,OGG,HNL,100,0
3886,c-7,c-27,c-3,1838,DL,JFK,FLL,1069,1
3887,c-6,c-16,c-5,1602,AA,LGA,ORD,733,0
3888,c-4,c-5,c-3,1449,OH,CVG,EVV,170,0
3889,c-10,c-2,c-7,2010,WN,OAK,LAS,407,1
3890,c-4,c-18,c-1,1741,MQ,ORD,CLE,316,1
3891,c-7,c-25,c-2,2021,WN,OAK,LAS,407,1
3892,c-6,c-29,c-3,2019,EV,ATL,SHV,552,0
3893,c-2,c-5,c-6,644,AA,DFW,SAT,247,0
3894,c-6,c-5,c-1,2143,NW,HNL,LAX,2556,0
3895,c-12,c-28,c-3,1341,MQ,DSM,ORD,299,1
3896,c-3,c-13,c-7,1636,OO,GJT,SLC,217,0
3897,c-3,c-27,c-7,819,MQ,SPS,DFW,113,0
3898,c-10,c-18,c-2,1813,FL,ATL,IAD,533,0
3899,c-7,c-26,c-2,1110,XE,HRL,IAH,295,0
3900,c-9,c-11,c-1,1953,OH,CVG,CHO,342,0
3901,c-9,c-4,c-7,1309,US,MIA,PHL,1013,0
3902,c-9,c-25,c-7,829,F9,PHX,DEN,602,0
3903,c-8,c-29,c-1,1533,US,ORD,CLT,599,0
3904,c-10,c-4,c-3,935,XE,PIT,EWR,319,0
3905,c-11,c-18,c-5,1742,MQ,DCA,BOS,399,0
3906,c-3,c-25,c-5,631,US,PHL,ORD,678,0
3907,c-10,c-1,c-6,1028,XE,IAH,MOB,427,0
3908,c-7,c-3,c-1,1013,MQ,DSM,DFW,624,0
3909,c-4,c-3,c-1,1700,OH,ALB,CVG,623,0
3910,c-7,c-5,c-2,1758,MQ,CRP,DFW,354,1
3911,c-2,c-28,c-1,625,OH,IAH,CVG,871,0
3912,c-11,c-18,c-5,540,MQ,LBB,DFW,282,0
3913,c-8,c-20,c-7,1427,WN,MDW,ALB,717,0
3914,c-5,c-31,c-3,1025,WN,PDX,SLC,630,0
3915,c-4,c-3,c-7,1114,B6,FLL,JFK,1069,1
3916,c-1,c-16,c-1,810,WN,SLC,RNO,422,0
3917,c-11,c-14,c-1,659,AA,DEN,DFW,641,0
3918,c-3,c-13,c-7,1348,UA,SMF,ORD,1781,0
3919,c-11,c-28,c-2,728,OO,SAT,SFO,1482,0
3920,c-1,c-3,c-2,1535,OH,CVG,BGR,906,1
3921,c-7,c-5,c-2,844,UA,SFO,KOA,2367,0
3922,c-2,c-11,c-5,2111,DL,ATL,ORF,516,0
3923,c-5,c-19,c-4,1705,WN,SAT,PHX,843,1
3924,c-12,c-30,c-5,945,WN,PHX,OAK,646,0
3925,c-8,c-8,c-2,813,WN,PHX,DEN,602,0
3926,c-4,c-18,c-2,1328,AS,SNA,OAK,371,0
3927,c-1,c-31,c-1,1030,US,DCA,BOS,399,0
3928,c-2,c-7,c-1,615,WN,BWI,MDW,611,0
3929,c-10,c-7,c-5,1735,US,CLT,MCO,468,0
3930,c-2,c-9,c-3,812,AA,ORD,STL,258,0
3931,c-6,c-15,c-3,2314,AS,SEA,BOS,2496,0
3932,c-7,c-12,c-3,2042,OO,LAX,TUS,451,0
3933,c-4,c-25,c-2,1230,AA,MIA,STT,1107,0
3934,c-5,c-27,c-6,639,YV,AUS,ORD,978,0
3935,c-8,c-28,c-7,1207,DL,ATL,SDF,321,0
3936,c-11,c-11,c-6,1325,MQ,LAX,LAS,236,0
3937,c-10,c-24,c-1,1440,XE,EWR,SDF,642,1
3938,c-9,c-28,c-4,1748,CO,SFO,IAH,1635,0
3939,c-11,c-21,c-2,1526,WN,BWI,PVD,328,0
3940,c-9,c-23,c-5,934,FL,ATL,IND,432,0
3941,c-7,c-8,c-6,705,OH,CID,CVG,419,0
3942,c-8,c-22,c-1,918,CO,IAH,SFO,1635,0
3943,c-1,c-23,c-7,920,EV,CVG,ICT,699,0
3944,c-9,c-28,c-3,1610,DL,EWR,ATL,745,0
3945,c-10,c-24,c-1,1107,WN,MCO,PIT,834,1
3946,c-4,c-26,c-2,655,XE,BTR,IAH,253,0
3947,c-10,c-5,c-3,2051,OO,SLC,OAK,588,0
3948,c-6,c-22,c-3,2113,DH,IAD,RDU,224,0
3949,c-6,c-5,c-7,924,CO,BQN,EWR,1585,0
3950,c-3,c-27,c-7,1957,OH,CVG,CLT,335,1
3951,c-12,c-2,c-5,954,MQ,DFW,SJT,228,0
3952,c-11,c-16,c-3,855,WN,BNA,JAX,484,0
3953,c-1,c-3,c-1,1422,OO,GRR,ORD,137,1
3954,c-11,c-1,c-2,725,WN,SEA,SMF,605,0
3955,c-2,c-23,c-3,1413,WN,BNA,MCI,491,0
3956,c-7,c-10,c-7,1412,AA,LAX,JFK,2475,0
3957,c-12,c-28,c-3,1415,UA,SAN,ORD,1723,1
3958,c-12,c-25,c-1,1832,AA,SJU,EWR,1608,0
3959,c-5,c-30,c-2,1317,AA,ORD,LGA,733,0
3960,c-10,c-8,c-7,815,EV,ATL,PIT,526,0
3961,c-6,c-12,c-1,803,WN,LAX,HOU,1390,1
3962,c-4,c-24,c-1,635,WN,SMF,BUR,358,0
3963,c-3,c-27,c-7,2027,AA,ORD,SJC,1829,0
3964,c-11,c-11,c-6,1024,US,DCA,PIT,205,0
3965,c-8,c-6,c-6,707,XE,DTW,CLE,95,0
3966,c-10,c-25,c-3,1757,XE,ALB,EWR,143,1
3967,c-9,c-6,c-2,1330,WN,LAX,OAK,337,0
3968,c-4,c-21,c-4,1729,AA,BOS,LAX,2611,0
3969,c-7,c-11,c-1,1627,US,BOS,PHL,280,0
3970,c-4,c-26,c-3,1027,OO,DEN,MSN,826,0
3971,c-3,c-3,c-5,848,UA,LAX,BWI,2329,0
3972,c-8,c-12,c-5,853,HP,PHX,RDU,1891,0
3973,c-3,c-30,c-4,15,UA,DEN,MCO,1545,1
3974,c-5,c-13,c-6,1954,MQ,DFW,JAN,408,1
3975,c-5,c-3,c-2,2103,XE,IAH,OKC,395,0
3976,c-10,c-12,c-3,1830,AS,OAK,PDX,543,0
3977,c-9,c-2,c-5,1549,MQ,LAX,SJC,308,0
3978,c-1,c-18,c-3,1430,WN,MDW,DTW,229,0
3979,c-5,c-16,c-1,1755,XE,ABE,CLE,339,0
3980,c-7,c-30,c-7,1640,EV,ATL,FWA,508,1
3981,c-9,c-13,c-2,900,NW,DTW,FLL,1127,0
3982,c-7,c-21,c-5,1210,WN,PIT,PHX,1813,0
3983,c-6,c-1,c-3,1807,WN,MDW,OMA,423,1
3984,c-6,c-1,c-3,910,MQ,LAX,SAN,109,0
3985,c-4,c-7,c-4,737,XE,CLE,DCA,310,0
3986,c-10,c-15,c-6,1247,MQ,BDL,RDU,532,0
3987,c-12,c-28,c-3,935,DL,ATL,DAB,366,1
3988,c-6,c-7,c-3,2125,WN,PHX,PDX,1009,1
3989,c-6,c-11,c-7,832,HA,KOA,HNL,163,0
3990,c-10,c-8,c-7,1341,NW,MEM,SAT,625,0
3991,c-11,c-6,c-7,1001,AS,SEA,BOI,399,0
3992,c-8,c-6,c-7,1922,WN,SMF,ONT,389,0
3993,c-7,c-20,c-4,1640,OO,BZN,SLC,347,0
3994,c-2,c-1,c-2,1113,AA,TPA,LGA,1011,0
3995,c-1,c-2,c-1,915,EV,ATL,PNS,272,1
3996,c-11,c-20,c-1,1910,WN,AUS,LAS,1090,0
3997,c-2,c-5,c-7,1458,OO,SFO,ACV,250,1
3998,c-2,c-19,c-7,1226,AS,SJC,SEA,697,0
3999,c-3,c-30,c-3,1133,NW,PHL,MSP,980,0
4000,c-1,c-31,c-2,1837,NW,MEM,OMA,538,0
4001,c-8,c-31,c-4,1207,AS,SEA,ANC,1449,0
4002,c-2,c-14,c-1,813,HP,PHX,SAN,304,0
4003,c-8,c-11,c-4,1519,DL,ATL,ORD,606,1
4004,c-2,c-23,c-4,2109,AS,SAN,PDX,933,1
4005,c-5,c-29,c-1,1540,AA,MCO,MIA,193,0
4006,c-4,c-18,c-2,1621,OO,CWA,ORD,213,0
4007,c-8,c-17,c-4,1031,EV,CVG,CAE,404,0
4008,c-10,c-22,c-6,901,DL,PIT,ATL,526,0
4009,c-7,c-25,c-2,650,WN,MCI,MCO,1072,0
4010,c-8,c-9,c-2,1057,AA,MEM,DFW,432,0
4011,c-7,c-9,c-6,1206,AA,SJU,EWR,1608,0
4012,c-6,c-27,c-1,1126,NW,JFK,MSP,1028,0
4013,c-9,c-26,c-1,843,AA,DFW,LAS,1055,1
4014,c-3,c-9,c-4,720,AA,LGA,PBI,1035,0
4015,c-8,c-2,c-3,2134,US,LAS,PHX,256,0
4016,c-2,c-11,c-6,1357,AA,DFW,EGE,720,1
4017,c-12,c-10,c-7,1803,CO,IAH,PDX,1825,0
4018,c-12,c-1,c-5,1333,WN,SLC,BWI,1864,0
4019,c-1,c-19,c-4,1218,AA,PHL,MIA,1013,0
4020,c-6,c-17,c-5,1353,US,DCA,MSY,969,0
4021,c-5,c-20,c-6,1241,FL,PNS,ATL,272,0
4022,c-8,c-9,c-2,1853,NW,MSP,ROC,783,0
4023,c-1,c-19,c-3,1219,UA,DEN,BOI,649,1
4024,c-1,c-6,c-4,851,DL,SLC,ATL,1589,0
4025,c-3,c-1,c-2,1840,WN,BUF,BWI,281,0
4026,c-5,c-10,c-2,2035,XE,IAH,LBB,458,0
4027,c-10,c-29,c-6,750,MQ,ORD,LIT,552,0
4028,c-11,c-13,c-1,1722,FL,ATL,GPT,352,0
4029,c-11,c-28,c-2,1550,WN,TUS,LAS,365,1
4030,c-9,c-26,c-2,1918,UA,ORD,MIA,1197,0
4031,c-10,c-13,c-5,1028,OH,EWR,CVG,569,0
4032,c-2,c-17,c-5,1612,WN,OAK,BUR,325,1
4033,c-8,c-19,c-5,1253,NW,EWR,DTW,487,1
4034,c-4,c-10,c-1,930,XE,MDW,CLE,307,0
4035,c-11,c-16,c-4,617,MQ,CMH,BOS,640,1
4036,c-6,c-8,c-4,1717,MQ,EVV,ORD,273,0
4037,c-7,c-23,c-6,1147,HP,CLE,PHX,1737,1
4038,c-6,c-5,c-7,1937,OH,BOS,DCA,399,0
4039,c-8,c-22,c-2,837,EV,ATL,CRW,363,1
4040,c-12,c-10,c-6,1102,DL,PHF,ATL,508,0
4041,c-1,c-17,c-2,1118,US,CLT,PHL,448,0
4042,c-6,c-13,c-1,1233,DL,SJU,ATL,1547,0
4043,c-2,c-18,c-6,655,MQ,FAT,LAX,209,0
4044,c-1,c-10,c-1,600,OH,CMI,CVG,205,0
4045,c-4,c-13,c-4,654,FL,TPA,ATL,406,0
4046,c-8,c-30,c-3,1128,B6,RSW,EWR,1068,0
4047,c-10,c-5,c-3,705,OH,PNS,JFK,1028,0
4048,c-5,c-2,c-2,1734,HA,LIH,HNL,102,0
4049,c-8,c-28,c-1,1158,DL,SFO,ATL,2139,0
4050,c-8,c-13,c-6,1259,DL,ATL,EWR,745,0
4051,c-12,c-27,c-2,1608,UA,DEN,LGA,1619,0
4052,c-4,c-27,c-4,1932,WN,LAS,SJC,386,0
4053,c-3,c-28,c-2,1533,XE,RDU,EWR,416,0
4054,c-4,c-18,c-1,1315,AS,BET,ANC,399,1
4055,c-9,c-11,c-1,655,OH,CLE,CVG,221,0
4056,c-3,c-25,c-5,1052,UA,ORD,IAD,589,0
4057,c-2,c-5,c-7,1950,WN,OAK,BUR,325,0
4058,c-1,c-3,c-1,2105,OH,CVG,CID,419,0
4059,c-8,c-18,c-5,1555,EV,ATL,IAH,689,1
4060,c-3,c-8,c-2,1515,WN,OAK,BUR,325,0
4061,c-12,c-26,c-2,939,AA,DFW,RNO,1345,0
4062,c-9,c-25,c-7,1751,FL,PHF,LGA,288,1
4063,c-12,c-28,c-4,2045,EV,CVG,JAN,555,0
4064,c-11,c-15,c-3,1526,DL,ATL,CMH,446,1
4065,c-6,c-2,c-5,1209,CO,EWR,SJU,1608,0
4066,c-2,c-27,c-7,1449,XE,DFW,CLE,1021,0
4067,c-8,c-23,c-2,705,WN,ONT,LAS,197,0
4068,c-11,c-30,c-3,1350,WN,RDU,MDW,632,0
4069,c-9,c-14,c-4,650,EV,TOL,ATL,549,0
4070,c-11,c-3,c-5,1021,WN,BNA,TPA,612,0
4071,c-6,c-9,c-4,1627,OH,CVG,CAK,214,0
4072,c-9,c-2,c-5,1435,WN,SAT,LAS,1069,0
4073,c-4,c-18,c-1,1615,WN,ONT,SJC,333,0
4074,c-5,c-4,c-3,1849,OO,SNA,LAX,36,0
4075,c-5,c-9,c-2,1336,CO,LGA,IAH,1416,0
4076,c-11,c-13,c-1,2253,OO,LAX,PHX,370,1
4077,c-8,c-20,c-7,1207,US,ORD,CLT,599,0
4078,c-10,c-8,c-6,1157,OH,JFK,TLH,922,0
4079,c-12,c-7,c-3,1603,XE,IAH,TYS,772,0
4080,c-7,c-2,c-7,1932,F9,DEN,ATL,1199,1
4081,c-8,c-10,c-3,1446,OO,MOD,SFO,78,0
4082,c-8,c-20,c-6,2015,UA,DEN,SAT,794,1
4083,c-9,c-15,c-4,1540,OH,OMA,CVG,614,1
4084,c-2,c-19,c-6,708,WN,BWI,PBI,883,0
4085,c-4,c-27,c-3,1909,US,PHL,LAS,2176,0
4086,c-1,c-7,c-5,559,AA,LGA,MIA,1097,0
4087,c-1,c-18,c-2,1345,OO,EUG,SFO,451,0
4088,c-11,c-12,c-7,1333,AA,BOS,ORD,867,1
4089,c-2,c-16,c-4,2107,AS,PDX,LAX,834,1
4090,c-10,c-29,c-7,611,AA,BOS,ORD,867,0
4091,c-6,c-21,c-3,955,CO,DFW,IAH,224,0
4092,c-1,c-17,c-1,1142,NW,LGA,MSP,1020,0
4093,c-3,c-30,c-4,837,UA,DEN,SMF,910,0
4094,c-4,c-27,c-4,1040,WN,LAS,PIT,1910,0
4095,c-12,c-7,c-4,1440,YV,EUG,PHX,952,0
4096,c-7,c-27,c-4,1641,MQ,PIT,ORD,412,1
4097,c-10,c-15,c-6,756,MQ,ORD,CLE,316,0
4098,c-1,c-9,c-7,539,MQ,SBP,SJC,163,0
4099,c-9,c-23,c-5,2028,MQ,ORD,CLE,316,0
4100,c-5,c-11,c-4,722,MQ,ORD,CMH,296,0
4101,c-6,c-29,c-3,1718,XE,EWR,CAE,602,1
4102,c-1,c-13,c-5,832,OO,SFO,MRY,77,1
4103,c-6,c-5,c-1,711,FL,ATL,BOS,946,0
4104,c-6,c-14,c-3,826,DL,JFK,SFO,2586,0
4105,c-9,c-25,c-1,758,XE,CVG,IAH,871,0
4106,c-10,c-28,c-6,657,DL,ATL,IND,432,0
4107,c-7,c-27,c-4,2038,AS,JNU,ANC,571,1
4108,c-7,c-12,c-2,1420,AA,TPA,MIA,204,0
4109,c-12,c-27,c-2,1323,WN,MDW,BWI,611,0
4110,c-5,c-5,c-5,1834,MQ,RDU,DCA,227,1
4111,c-7,c-11,c-1,1655,WN,SNA,SJC,342,0
4112,c-6,c-2,c-4,600,AA,FLL,DFW,1119,0
4113,c-10,c-14,c-5,1549,DL,ORD,ATL,606,0
4114,c-5,c-6,c-6,829,DL,BWI,ATL,576,0
4115,c-6,c-22,c-3,2028,DH,IAD,LAX,2288,0
4116,c-1,c-10,c-1,1157,DH,IAD,CRW,227,0
4117,c-2,c-5,c-7,1915,WN,PHX,BNA,1448,0
4118,c-10,c-4,c-2,1710,DH,PWM,IAD,494,0
4119,c-12,c-26,c-2,1931,XE,EWR,LIT,1069,0
4120,c-5,c-20,c-5,1918,HP,LAS,LAX,236,1
4121,c-7,c-16,c-6,728,NW,PHL,DTW,453,0
4122,c-11,c-23,c-3,2051,AA,DFW,HSV,603,0
4123,c-6,c-1,c-4,1821,XE,IAH,OMA,781,1
4124,c-3,c-1,c-2,1528,CO,AUS,EWR,1504,1
4125,c-11,c-27,c-7,1126,FL,MCO,ATL,403,0
4126,c-9,c-13,c-2,1601,MQ,SJC,LAX,308,0
4127,c-1,c-23,c-1,1053,AA,DFW,PSP,1126,1
4128,c-6,c-7,c-2,921,NW,ABE,DTW,424,0
4129,c-9,c-16,c-5,1558,MQ,SDF,ORD,286,0
4130,c-2,c-13,c-1,448,NW,MOT,MSP,449,0
4131,c-8,c-30,c-3,835,OH,JFK,BNA,766,0
4132,c-9,c-27,c-2,1600,EV,DTW,ATL,594,0
4133,c-5,c-8,c-7,1128,DL,ATL,FLL,581,0
4134,c-10,c-13,c-5,1752,DL,SLC,ATL,1589,1
4135,c-8,c-28,c-1,1641,NW,IAD,DTW,383,1
4136,c-11,c-20,c-1,1431,F9,PHX,DEN,602,0
4137,c-7,c-14,c-4,1210,AA,ORD,SNA,1726,1
4138,c-12,c-29,c-5,635,EV,CRP,ATL,876,0
4139,c-6,c-7,c-3,1918,WN,MSY,MCO,550,1
4140,c-10,c-9,c-1,1440,OH,ORD,CVG,264,1
4141,c-7,c-7,c-4,2018,OO,SFO,RNO,192,0
4142,c-7,c-6,c-4,1749,WN,SEA,LAS,866,1
4143,c-10,c-29,c-7,1715,EV,ATL,CAE,191,0
4144,c-10,c-1,c-6,1505,OO,ICT,DEN,419,1
4145,c-3,c-22,c-2,1556,MQ,LAX,SAN,109,1
4146,c-4,c-7,c-4,1316,US,DTW,DCA,405,0
4147,c-9,c-16,c-6,1115,OO,DEN,IDA,458,0
4148,c-2,c-20,c-1,2104,OO,SLC,LWS,461,0
4149,c-5,c-16,c-1,1408,WN,SAN,SMF,480,1
4150,c-6,c-10,c-5,2052,AS,SEA,ANC,1449,0
4151,c-2,c-8,c-3,1945,WN,STL,CLE,487,1
4152,c-12,c-19,c-1,1430,F9,IAH,DEN,861,0
4153,c-8,c-10,c-3,1052,UA,ORD,IAD,589,0
4154,c-4,c-12,c-3,1009,US,PHX,SMF,647,0
4155,c-6,c-2,c-4,1800,WN,AUS,HOU,148,0
4156,c-12,c-27,c-2,2040,OH,CVG,ORD,264,0
4157,c-11,c-25,c-5,1404,DL,ATL,PHX,1587,0
4158,c-10,c-19,c-4,1014,MQ,SJC,SNA,342,0
4159,c-2,c-26,c-7,1845,MQ,PNS,DFW,604,0
4160,c-10,c-19,c-4,1502,MQ,LAS,LAX,236,0
4161,c-8,c-28,c-1,2124,OO,ORD,SYR,607,1
4162,c-1,c-3,c-2,2008,WN,PHX,SAN,304,1
4163,c-12,c-11,c-1,1648,YV,SAN,PHX,304,0
4164,c-1,c-5,c-3,1823,MQ,LAW,DFW,140,1
4165,c-2,c-20,c-7,1748,MQ,SNA,SJC,342,0
4166,c-3,c-16,c-3,1731,XE,MKE,EWR,725,0
4167,c-9,c-29,c-5,1530,DL,MCI,ATL,692,0
4168,c-8,c-17,c-3,1922,CO,IAH,SFO,1635,0
4169,c-4,c-19,c-3,915,WN,DAL,MSY,437,0
4170,c-3,c-8,c-3,1920,OH,MCO,DCA,759,1
4171,c-10,c-14,c-5,1146,DL,ATL,CLE,554,1
4172,c-8,c-28,c-7,539,DL,MCI,ATL,692,0
4173,c-6,c-8,c-3,826,EV,HSV,ATL,151,0
4174,c-4,c-6,c-4,1500,WN,PVD,BWI,328,0
4175,c-12,c-3,c-6,922,NW,ORD,DTW,235,1
4176,c-3,c-31,c-5,819,OO,SLC,PDX,630,0
4177,c-4,c-1,c-5,2207,AS,SEA,GEG,224,1
4178,c-12,c-6,c-3,529,OO,GEG,SEA,224,0
4179,c-11,c-14,c-2,849,FL,MCO,PIT,834,0
4180,c-3,c-11,c-5,2142,CO,SJC,EWR,2548,0
